Date, Company, Abstract, Score
9/17/21,Spirit Airlines,The YouTube personality called Kimmel out for referring to him as one of the worst people in the world — alongside Donald Trump.,-1
1/10/20,Spirit Airlines,"Spirit AeroSystems, which supplies the fuselage for the 737 Max, said the layoffs were due to uncertainty around when production will resume.",-0.125
9/16/21,Spirit Airlines,"In July, President Biden issued an executive order that included a call to make consumer-friendly changes in the travel industry. We asked experts to weigh in on the prospects for change.",0
2/13/22,Spirit Airlines,"Prices continued their steep upward trajectory in January, merger plans hit roadblocks and mask mandates are being lifted.",0
7/1/22,Spirit Airlines,"Going into the Fourth of July weekend, with nearly 13 million people expected to fly on U.S. carriers, we look at the numbers behind the delays and cancellations and see what lessons can be learned.",0.08
12/22/21,Spirit Airlines,Earning airline status gets both harder and easier as airlines retool their loyalty programs.,-0.1
12/24/21,Spirit Airlines,"Travelers had hoped this holiday season would represent a return to relative normalcy. Instead, pilots are out and delays are piling up.",0
7/28/22,Spirit Airlines,Here’s what you need to know at the end of the day.,0
4/28/21,Spirit Airlines,"“I’ve got to be honest: I’m going to miss wearing a mask.” Fallon joked on Tuesday. “The adult acne made me feel young, you know?”",0.266666667
6/12/22,Spirit Airlines,Inflation recorded another increase; the Fed will probably follow with a new rate bump. And Wells Fargo is under criminal investigation.,-0.131818182
3/12/20,Spirit Airlines,"They are denial, anger, bargaining, depression and, finally, acceptance, or as Kimmel described it: “Hey, you know what? If I die, maybe I’ll get to meet Prince.”",-0.35
6/14/22,Spirit Airlines,Hours in security lines. Canceled flights. Lost baggage. Here’s a look at how you could be affected by travel disruptions this summer and tips on how to prepare.,0
9/3/21,Spirit Airlines,"Uncertainty remains the new normal in travel this autumn driven by the rise in cases and ever-changing travel restrictions, but here are eight things you can expect.",0.143181818
9/22/22,Spirit Airlines,"Not all age-related deals are equal. Here are some perks to look for and pitfalls to avoid, along with tips on how to stretch your budget.",0
7/10/22,Spirit Airlines,Job growth remained strong last month. Company earnings season kicks off. And Elon Musk backs away from his deal for Twitter.,0.216666667
5/27/20,Spirit Airlines,Airlines are burning $10 billion a month to fly empty. This can’t go on forever.,0.35
1/21/20,Spirit Airlines,"The company told airlines it did not expect regulators to approve the plane to fly until June or July, the latest in a string of setbacks.",0.65
12/29/22,Spirit Airlines,The airline’s mass cancellation event over the holidays could finally spur Congress to do something.,0
8/5/20,Spirit Airlines,"Airlines are fine-tuning their cleaning procedures — where they clean, how frequently and with which tools. This is what the new processes look like.",0.201010101
7/2/20,Spirit Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
5/16/22,Spirit Airlines,Here’s what you need to know at the end of the day.,0
6/28/20,Spirit Airlines,"The flights, which could begin as soon as Monday, are a major step in getting the plane flying again.",0.0625
4/20/22,Spirit Airlines,"Many travelers removed their masks after a judge struck down a federal mandate for public transit. Health experts voiced concern, but President Biden said it was now up to individuals.",0.114814815
9/25/22,Spirit Airlines,There’s gloom on Wall Street. JetBlue and American Airlines face an antitrust trial. And investors can begin buying shares of the luxury sports carmaker Porsche.,-0.066666667
10/7/22,Spirit Airlines,"Selections from the Weekend section, including a review of David O. Russell's latest film, ""Amsterdam.""",0.5
6/27/22,Spirit Airlines,A risky compensation plan at Tesla paid off and laid the groundwork that has pushed other executives’ compensation sky high.,0.0175
6/3/22,Spirit Airlines,"With nearly twice as many open jobs as available workers and rising inflation, many economists and policymakers say a slowdown is just what the economy needs.",0.3
4/18/22,Spirit Airlines,"The nation’s largest airlines dropped the requirement within hours of the ruling, but New York’s M.T.A. said its passengers must still wear a mask for now.",0.136363636
5/5/20,Spirit Airlines,"The sudden collapse of deals that seemed destined to close, like the private equity buyout of Victoria’s Secret, sends an ominous signal.",-0.133333333
4/6/22,Spirit Airlines,Why haven’t cases started rising again in the U.S.?,0
7/28/22,Spirit Airlines,"Chair Jerome Powell was asked in every way possible whether the economy was in, or headed toward, a recession.",0
4/16/22,Spirit Airlines,"In recent weeks, travelers on both sides of the Atlantic Ocean have endured long lines at airports, flight delays or cancellations, and plenty of frustration. Is this the new normal?",0.059090909
6/1/22,Spirit Airlines,The court blocks a Texas law after an emergency request from groups representing major tech companies like Facebook and Twitter.,0.0625
4/14/22,Spirit Airlines,Sales climbed for the third consecutive month as prices continued to increase across the country.,0
5/1/20,Spirit Airlines,Did you follow the headlines this week?,0
3/24/20,Spirit Airlines,Live updates on stock market and business news during the coronavirus outbreak.,0.136363636
1/5/21,Spirit Airlines,"Brian Kelly, The Points Guy, has created an empire dedicated to maximizing credit-card rewards and airline miles. What are they worth in a global pandemic — and why are they worth anything at all?",0.2
4/6/22,Spirit Airlines,The company is plugging $30 million into a start-up co-founded by one of Silicon Valley’s favorite scientists.,0.5
6/6/22,Spirit Airlines,The President’s comment on Friday dismissing the billionaire entrepreneur is the latest barb in Biden’s unfortunate feud.,0
6/12/20,Spirit Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
4/24/20,Spirit Airlines,Visitors who break Hawaii’s 14-day quarantine rule may get an unwelcome gift: A free flight home.,0.4
7/11/22,Spirit Airlines,"Francis X. Clines wrote thousands of lyrical, acutely observed articles for The New York Times. Here are excerpts from a few of them.",0.178787879
5/24/21,Spirit Airlines,"Mr. Lukashenko has gone too far, and the response should be convincing and swift.",0.3
12/17/21,Spirit Airlines,"As Fox hosts went after President Biden over rising prices, Meyers found their choice of words a little distracting.",-0.1875
5/3/22,Spirit Airlines,"After a Supreme Court bombshell, companies may find themselves thrust further into the political fray.",0
4/16/20,Spirit Airlines,The latest on stock market and business news during the coronavirus outbreak.,0.5
5/19/22,Spirit Airlines,The billionaire railed against E.S.G. after Tesla was dropped from a popular index.,0.6
5/17/22,Spirit Airlines,The Buffalo killings are part of a pattern: Most extremist violence in the U.S. comes from the political right.,0.261904762
